"class","penumbra","distribution","activity","evolution","flare24.activity","history","sun.disk","area","largest.spot","class_flare"
"D","H","O","2","3","1","2","2","1","1","X"
"B","H","I","2","2","1","1","2","1","1","X"
"D","H","I","1","2","1","1","2","1","1","X"
"D","X","O","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"D","X","I","1","3","1","1","2","1","1","X"
"F","R","C","1","2","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"D","H","O","1","2","1","2","2","1","1","X"
"B","H","I","2","3","1","1","2","1","1","X"
"D","H","I","1","3","1","1","2","1","1","X"
"F","R","C","1","3","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"D","H","I","1","2","1","2","2","1","1","X"
"B","H","I","2","2","1","1","2","1","1","X"
"D","H","I","1","3","1","1","2","1","1","X"
"B","R","I","1","3","1","1","2","1","1","X"
"A","K","I","1","1","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"D","A","X","2","3","1","1","2","1","1","X"
"C","A","O","1","3","1","1","2","1","1","X"
"F","H","C","1","1","1","2","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"D","H","I","1","2","1","1","2","1","1","X"
"B","S","I","1","2","1","1","2","1","1","X"
"F","H","C","2","2","1","1","1","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"D","S","X","1","3","1","2","2","1","1","X"
"D","X","O","1","3","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","A","C","1","1","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"D","H","I","1","2","1","1","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"D","S","X","1","3","1","2","2","2","1","X"
"D","A","I","1","3","1","2","2","2","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"F","H","C","1","1","1","1","2","1","1","X"
"C","H","I","2","2","1","1","2","1","1","X"
"B","H","I","2","1","1","1","2","1","1","X"
"F","H","C","1","1","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"D","X","X","2","1","3","2","2","1","1","X"
"D","X","I","1","1","1","2","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"F","R","C","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"E","S","X","2","3","3","2","2","2","1","X"
"D","X","I","2","2","1","2","2","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"B","R","I","1","3","1","1","2","1","1","X"
"A","K","I","1","1","1","1","2","1","1","X"
"E","S","X","2","3","1","2","2","2","1","X"
"D","X","I","2","2","1","2","2","1","1","X"
"C","H","O","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"B","A","O","1","3","1","1","2","1","1","X"
"C","X","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"B","H","I","2","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"E","S","O","2","2","1","2","2","2","1","X"
"D","A","I","2","2","1","2","2","1","1","X"
"B","A","O","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"C","X","O","1","3","1","1","2","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","1","1","1","2","1","1","X"
"F","H","C","2","2","1","1","2","1","1","X"
"E","X","O","1","2","1","2","2","1","1","X"
"B","A","O","1","3","1","1","2","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"B","H","O","2","2","1","2","2","1","1","X"
"C","X","I","2","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"C","A","O","2","2","1","1","2","1","1","X"
"C","X","O","1","3","1","1","2","1","1","X"
"C","X","I","2","2","3","2","2","1","1","X"
"C","X","I","1","2","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"E","S","O","2","3","1","2","2","2","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"A","K","O","1","2","1","2","2","1","1","X"
"C","X","I","1","3","1","1","2","1","1","X"
"C","X","I","2","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"E","S","O","2","2","3","2","2","1","1","X"
"C","A","X","1","3","1","2","2","1","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"F","H","C","1","1","1","2","2","1","1","X"
"C","X","I","1","2","1","1","2","1","1","X"
"C","X","I","2","3","1","1","2","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"A","K","O","1","3","1","1","2","1","1","X"
"F","A","C","1","2","1","1","1","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"E","H","I","1","1","1","2","2","1","1","X"
"C","A","O","2","2","1","2","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"F","X","C","2","3","2","2","2","1","1","X"
"F","X","C","1","2","1","1","2","1","1","X"
"C","X","O","1","2","1","1","2","1","1","X"
"F","H","C","1","1","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"B","A","I","1","1","1","2","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"F","X","C","1","3","1","1","2","1","1","X"
"C","H","O","1","2","1","2","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"A","K","O","1","3","1","1","2","1","1","X"
"C","H","O","1","3","1","1","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"F","X","C","1","2","1","2","1","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","2","2","1","1","X"
"A","K","I","2","1","1","2","2","1","1","X"
"F","A","C","1","2","1","2","2","1","1","X"
"C","A","I","1","1","1","1","2","1","1","X"
"C","H","I","1","2","1","2","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"B","A","I","1","1","1","1","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"B","X","I","1","3","1","2","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","A","C","1","1","1","1","2","1","1","X"
"B","A","O","1","3","1","1","2","1","1","X"
"C","X","I","1","3","1","2","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"B","H","I","2","2","3","2","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"F","X","C","1","2","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","A","O","1","3","1","1","2","1","1","X"
"F","X","C","1","2","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","2","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"B","H","I","1","2","1","2","2","1","1","X"
"B","A","I","1","1","1","1","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"D","X","O","2","3","1","2","2","1","1","X"
"C","A","O","1","2","1","2","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"F","H","C","2","2","1","2","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","I","1","3","1","2","2","1","1","X"
"C","X","O","1","3","1","1","2","1","1","X"
"D","X","O","2","2","1","2","2","1","1","X"
"C","A","O","2","3","2","2","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"B","X","I","1","2","1","2","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"B","X","O","1","2","1","2","2","1","1","X"
"A","K","I","1","2","1","2","2","1","1","X"
"C","X","O","2","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"B","X","I","1","3","1","2","2","1","1","X"
"C","A","O","1","2","1","2","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"A","K","O","1","3","1","2","2","1","1","X"
"C","X","O","2","3","3","2","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"F","X","C","1","2","1","2","2","1","1","X"
"A","K","I","1","1","1","2","2","1","1","X"
"B","X","I","1","2","1","2","2","1","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"B","A","I","1","1","1","1","2","1","1","X"
"B","A","I","1","1","1","1","2","1","1","X"
"F","X","C","1","2","1","2","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"C","H","I","2","3","1","2","2","1","1","X"
"A","K","I","2","3","1","1","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"C","X","O","2","2","1","2","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"F","H","C","1","3","1","2","2","1","1","X"
"C","S","O","2","3","2","2","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"A","K","O","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"C","S","O","1","3","1","2","2","1","1","X"
"A","K","I","1","1","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"B","H","I","2","3","3","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"C","S","O","2","3","1","2","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"C","S","O","2","2","1","2","2","1","1","X"
"C","X","O","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"B","H","I","2","2","2","1","2","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","H","I","1","2","1","1","2","1","1","X"
"C","X","O","2","2","3","2","2","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","X","O","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","X","C","1","1","1","2","2","1","1","X"
"F","H","C","1","1","1","1","2","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"F","H","C","1","1","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"C","H","O","2","3","1","1","2","1","1","X"
"C","X","X","2","3","1","2","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"C","A","I","1","2","1","1","2","1","1","X"
"B","X","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"D","X","O","1","3","1","2","2","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"F","A","C","1","1","1","1","2","1","1","X"
"C","X","I","1","1","1","2","2","1","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"B","A","I","2","2","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","H","O","1","3","1","1","2","1","1","X"
"F","A","C","1","2","1","1","1","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"D","X","X","1","3","1","2","2","1","1","X"
"C","X","I","1","3","1","1","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","H","C","2","2","1","1","2","1","1","X"
"C","A","I","1","3","1","2","2","1","1","X"
"B","H","I","1","2","1","2","2","1","1","X"
"F","R","C","1","2","1","1","1","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","H","O","1","3","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"C","X","I","1","1","1","2","2","1","1","X"
"C","H","O","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"B","A","O","1","3","1","2","2","1","1","X"
"C","A","O","1","3","1","2","2","1","1","X"
"F","X","C","1","2","1","1","1","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"D","X","O","2","3","1","2","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"F","R","C","1","3","1","2","1","1","1","X"
"C","X","O","1","2","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","H","O","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","A","I","1","2","1","2","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"D","X","O","2","2","1","2","2","1","1","X"
"C","X","O","2","3","3","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"F","X","C","1","3","1","2","1","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"C","H","I","1","1","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"C","A","I","1","1","1","2","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","2","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"D","X","I","2","2","1","2","2","1","1","X"
"D","X","O","1","3","1","2","2","1","1","X"
"F","X","C","1","3","1","2","1","1","1","X"
"C","X","O","2","3","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","H","I","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"C","A","I","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"B","X","I","1","1","1","1","2","1","1","X"
"D","X","O","1","2","1","2","2","1","1","X"
"D","X","X","2","2","1","2","2","1","1","X"
"F","X","C","1","2","1","2","1","1","1","X"
"C","X","X","2","2","3","2","2","1","1","X"
"D","H","O","1","2","1","2","2","1","1","X"
"F","A","C","1","2","1","1","1","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"D","X","I","2","3","1","2","2","1","1","X"
"D","X","I","1","2","1","2","2","1","1","X"
"B","X","I","1","2","1","2","2","1","1","X"
"C","X","X","1","2","1","2","2","1","1","X"
"D","H","O","1","3","1","2","2","1","1","X"
"F","A","C","1","3","1","1","1","1","1","X"
"C","A","O","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"F","H","C","1","3","1","2","1","1","1","X"
"C","H","O","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"F","X","C","1","2","1","2","2","1","1","X"
"E","X","O","1","2","1","2","2","1","1","X"
"B","X","I","1","3","1","2","2","1","1","X"
"B","X","O","1","2","1","2","2","1","1","X"
"D","X","O","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"C","A","O","2","3","1","2","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","H","I","1","1","3","2","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"E","X","O","2","2","1","2","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"D","X","O","2","3","3","2","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"B","X","O","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"C","A","O","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"E","X","O","2","2","1","2","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"F","H","C","1","3","1","2","2","1","1","X"
"D","X","O","1","3","1","2","2","1","1","X"
"F","H","C","2","2","1","1","1","1","1","X"
"B","X","O","2","3","1","2","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"C","A","O","1","3","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","1","1","1","1","X"
"E","X","O","1","1","1","2","2","1","1","X"
"F","A","C","1","1","1","2","2","1","1","X"
"F","H","C","2","3","1","2","2","1","1","X"
"D","H","O","2","2","1","2","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"C","A","O","1","2","1","2","2","1","1","X"
"F","A","C","1","2","1","2","1","1","1","X"
"C","X","I","1","2","1","2","2","1","1","X"
"F","A","C","1","1","1","1","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"D","H","O","2","2","1","2","2","1","1","X"
"B","H","I","2","2","1","1","2","1","1","X"
"B","A","I","1","1","1","2","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"C","X","O","2","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","H","I","2","3","1","2","2","1","1","X"
"C","R","I","1","3","1","1","2","1","1","X"
"C","A","I","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","A","C","1","2","1","2","1","1","1","X"
"B","H","I","1","3","1","2","2","1","1","X"
"B","H","O","1","3","1","1","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"C","X","I","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","A","C","1","3","1","2","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","2","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"B","H","I","1","1","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","H","C","1","3","1","2","1","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"B","H","I","1","3","1","2","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"F","H","C","2","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"C","X","I","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"C","H","O","1","3","1","1","2","1","1","X"
"C","X","O","2","2","1","2","2","1","1","X"
"E","H","I","2","2","1","1","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"B","A","O","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"C","X","I","1","3","1","2","2","1","1","X"
"C","X","O","2","2","1","2","2","1","1","X"
"C","H","I","2","2","3","2","2","1","1","X"
"E","R","I","1","2","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","A","O","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"F","A","C","1","3","1","1","1","1","1","X"
"C","H","I","1","3","1","1","2","1","1","X"
"C","H","O","1","1","1","2","2","1","1","X"
"B","A","O","1","2","1","2","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"A","K","O","2","2","1","2","2","1","1","X"
"F","H","C","1","3","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","O","1","3","1","1","2","1","1","X"
"F","A","C","2","1","1","2","2","1","1","X"
"B","H","I","1","2","1","2","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"A","K","O","1","2","1","2","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"C","X","I","1","3","1","1","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"B","H","I","2","2","1","2","2","1","1","X"
"B","H","O","1","3","1","1","2","1","1","X"
"B","A","I","1","2","1","2","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"C","X","O","1","2","1","1","2","1","1","X"
"D","X","O","1","3","1","1","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"F","H","C","1","1","1","2","2","1","1","X"
"C","H","I","1","2","1","1","2","1","1","X"
"B","H","I","2","3","1","2","2","1","1","X"
"B","H","I","1","3","1","1","2","1","1","X"
"C","X","I","1","2","1","2","2","1","1","X"
"E","H","O","1","3","1","2","2","1","1","X"
"C","X","O","1","2","1","1","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"C","X","O","1","3","1","1","2","1","1","X"
"D","H","I","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"B","H","I","1","2","1","1","2","1","1","X"
"F","H","C","1","1","1","1","2","1","1","X"
"B","H","I","1","3","1","2","2","1","1","X"
"E","H","O","1","3","1","2","2","1","1","X"
"C","A","I","1","2","1","2","2","1","1","X"
"C","X","O","2","3","1","2","2","1","1","X"
"C","A","X","2","3","1","1","2","1","1","X"
"F","S","C","1","3","1","1","1","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"F","H","C","1","2","1","1","2","1","1","X"
"F","X","C","1","1","1","2","2","1","1","X"
"E","H","O","2","2","1","2","2","1","1","X"
"A","K","I","1","2","1","2","2","1","1","X"
"C","H","O","1","2","1","2","2","1","1","X"
"D","R","X","2","3","1","2","2","1","1","X"
"A","K","I","1","2","1","1","2","1","1","X"
"B","R","I","1","3","1","2","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"F","A","C","1","3","1","2","2","1","1","X"
"E","A","O","1","2","1","2","2","1","1","X"
"F","H","C","1","1","1","2","2","1","1","X"
"C","X","O","1","3","1","2","2","1","1","X"
"D","S","O","2","3","1","2","2","2","1","X"
"E","R","I","1","2","1","2","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"A","K","I","1","2","1","2","2","1","1","X"
"C","X","O","1","2","1","2","2","1","1","X"
"E","S","O","1","2","1","2","2","1","1","X"
"D","R","I","2","2","1","2","2","1","1","X"
"A","K","O","1","3","1","1","2","1","1","X"
"F","H","C","1","2","1","2","1","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"A","K","I","1","1","1","2","2","1","1","X"
"C","H","O","2","2","1","2","2","1","1","X"
"D","S","O","2","2","1","2","2","1","1","X"
"E","R","I","1","3","1","2","2","1","1","X"
"B","A","I","1","3","1","1","2","1","1","X"
"B","H","I","1","3","1","2","2","1","1","X"
"F","A","C","1","1","1","2","2","1","1","X"
"A","K","O","1","1","1","2","2","1","1","X"
"E","S","O","1","2","1","2","2","1","1","X"
"C","R","O","2","3","1","2","2","1","1","X"
"B","A","I","1","2","1","1","2","1","1","X"
"F","H","C","1","3","1","2","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"F","A","C","1","3","1","2","2","1","1","X"
"E","X","O","2","3","1","2","2","2","1","X"
"D","R","O","1","3","1","2","2","1","1","X"
"F","H","C","1","2","1","2","2","1","1","X"
"F","A","C","1","2","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"F","A","C","1","3","1","2","2","1","1","X"
"E","X","O","2","3","1","2","2","1","1","X"
"D","R","O","1","3","1","2","2","1","1","X"
"F","H","C","1","3","1","2","2","1","1","X"
"F","A","C","1","3","1","1","2","1","1","X"
"F","H","C","1","3","1","1","1","1","1","X"
"A","K","I","1","3","1","1","2","1","1","X"
